,state_district,post,phase2,pct_rural,pct_urban,count,hw70_mean,hw71_mean,hw72_mean,stunting_pct,underweight_pct,wasting_pct,scst,state,district,matched_census_district,merge_state,merge_district,Literate_Prop,SCST_Prop,Population
1018,madhya pradesh - khandwa (east nimar),1,0,86.95652173913044,13.043478260869565,63,-158.11111111111111,-135.12698412698413,-59.507936507936506,41.26984126984127,28.57142857142857,14.285714285714285,0,madhya pradesh,khandwa (east nimar),khandwa (east nimar),madhya pradesh,khandwa (east nimar),0.5584587282576918,0.46999567195726,1310061.0
1019,madhya pradesh - khandwa (east nimar),1,0,86.95652173913044,13.043478260869565,29,-136.58620689655172,-188.93103448275863,-154.89655172413794,44.82758620689656,55.172413793103445,37.93103448275862,1,madhya pradesh,khandwa (east nimar),khandwa (east nimar),madhya pradesh,khandwa (east nimar),0.5584587282576918,0.46999567195726,1310061.0
1020,madhya pradesh - khargone (west nimar),0,1,90.13698630136986,9.863013698630136,145,-164.09655172413792,-166.5241379310345,-103.66206896551724,46.89655172413793,38.62068965517241,19.310344827586206,0,madhya pradesh,khargone (west nimar),khargone (west nimar),madhya pradesh,khargone (west nimar),0.526540191751831,0.5014612561570831,1873046.0
1021,madhya pradesh - khargone (west nimar),0,1,90.13698630136986,9.863013698630136,220,-198.10454545454544,-205.26818181818183,-131.5772727272727,53.18181818181819,52.27272727272727,22.727272727272727,1,madhya pradesh,khargone (west nimar),khargone (west nimar),madhya pradesh,khargone (west nimar),0.526540191751831,0.5014612561570831,1873046.0
1022,madhya pradesh - khargone (west nimar),1,1,87.5,12.5,98,-136.58163265306123,-146.3673469387755,-96.1530612244898,32.6530612244898,38.775510204081634,17.346938775510203,0,madhya pradesh,khargone (west nimar),khargone (west nimar),madhya pradesh,khargone (west nimar),0.526540191751831,0.5014612561570831,1873046.0
1023,madhya pradesh - khargone (west nimar),1,1,87.5,12.5,150,-132.96,-181.09333333333333,-138.95333333333335,32.666666666666664,44.66666666666666,34.66666666666667,1,madhya pradesh,khargone (west nimar),khargone (west nimar),madhya pradesh,khargone (west nimar),0.526540191751831,0.5014612561570831,1873046.0
1024,madhya pradesh - mandla,0,1,89.38356164383562,10.616438356164384,98,-127.9795918367347,-183.4183673469388,-160.0408163265306,29.59183673469388,41.83673469387755,33.6734693877551,0,madhya pradesh,mandla,mandla,madhya pradesh,mandla,0.5734753366416881,0.6246562486669416,1054905.0
1025,madhya pradesh - mandla,0,1,89.38356164383562,10.616438356164384,194,-166.07731958762886,-205.80927835051543,-160.3041237113402,38.659793814432994,54.63917525773196,34.02061855670103,1,madhya pradesh,mandla,mandla,madhya pradesh,mandla,0.5734753366416881,0.6246562486669416,1054905.0
1026,madhya pradesh - mandla,1,1,91.37254901960785,8.627450980392156,95,-128.81052631578947,-146.0842105263158,-96.82105263157897,30.526315789473685,27.368421052631582,14.736842105263156,0,madhya pradesh,mandla,mandla,madhya pradesh,mandla,0.5734753366416881,0.6246562486669416,1054905.0
1027,madhya pradesh - mandla,1,1,91.37254901960785,8.627450980392156,160,-165.53125,-162.18125,-95.625,34.375,34.375,15.625,1,madhya pradesh,mandla,mandla,madhya pradesh,mandla,0.5734753366416881,0.6246562486669416,1054905.0
1028,madhya pradesh - mandsaur,0,1,84.5360824742268,15.463917525773196,209,-118.98564593301435,-137.36363636363637,-96.72248803827752,30.62200956937799,25.83732057416268,19.138755980861244,0,madhya pradesh,mandsaur,mandsaur,madhya pradesh,mandsaur,0.6226381311403741,0.2104697738231035,1340411.0
1029,madhya pradesh - mandsaur,0,1,84.5360824742268,15.463917525773196,82,-145.85365853658536,-191.5731707317073,-153.0121951219512,40.2439024390244,47.5609756097561,32.926829268292686,1,madhya pradesh,mandsaur,mandsaur,madhya pradesh,mandsaur,0.6226381311403741,0.2104697738231035,1340411.0
1030,madhya pradesh - mandsaur,1,1,86.80851063829788,13.191489361702128,170,-107.2,-115.77058823529411,-79.76470588235294,23.52941176470588,16.470588235294116,11.176470588235295,0,madhya pradesh,mandsaur,mandsaur,madhya pradesh,mandsaur,0.6226381311403741,0.2104697738231035,1340411.0
1031,madhya pradesh - mandsaur,1,1,86.80851063829788,13.191489361702128,65,-173.46153846153845,-165.33846153846153,-96.96923076923076,43.07692307692308,32.30769230769231,15.384615384615383,1,madhya pradesh,mandsaur,mandsaur,madhya pradesh,mandsaur,0.6226381311403741,0.2104697738231035,1340411.0
1032,madhya pradesh - morena,0,1,74.16879795396419,25.83120204603581,308,-173.9383116883117,-200.8084415584416,-143.72727272727272,44.8051948051948,52.27272727272727,31.16883116883117,0,madhya pradesh,morena,morena,madhya pradesh,morena,0.6000523914403577,0.22307003667400824,1965970.0
1033,madhya pradesh - morena,0,1,74.16879795396419,25.83120204603581,83,-201.20481927710844,-215.86746987951807,-146.87951807228916,55.42168674698795,54.21686746987952,33.734939759036145,1,madhya pradesh,morena,morena,madhya pradesh,morena,0.6000523914403577,0.22307003667400824,1965970.0
1034,madhya pradesh - morena,1,1,86.01036269430051,13.989637305699482,285,-160.26666666666668,-142.53684210526316,-67.95438596491228,39.64912280701755,25.6140350877193,8.771929824561402,0,madhya pradesh,morena,morena,madhya pradesh,morena,0.6000523914403577,0.22307003667400824,1965970.0
1035,madhya pradesh - morena,1,1,86.01036269430051,13.989637305699482,101,-182.46534653465343,-164.3861386138614,-88.41584158415841,42.57425742574257,36.63366336633664,14.85148514851485,1,madhya pradesh,morena,morena,madhya pradesh,morena,0.6000523914403577,0.22307003667400824,1965970.0
1036,madhya pradesh - narsimhapur,0,1,87.74703557312253,12.25296442687747,163,-148.4110429447853,-158.09202453987731,-103.26993865030674,38.65030674846626,33.12883435582822,20.858895705521476,0,madhya pradesh,narsimhapur,narsimhapur,madhya pradesh,narsimhapur,0.6583160385912402,0.3022693510304491,1091854.0
1037,madhya pradesh - narsimhapur,0,1,87.74703557312253,12.25296442687747,90,-143.13333333333333,-169.75555555555556,-127.13333333333334,34.44444444444444,38.88888888888889,25.555555555555557,1,madhya pradesh,narsimhapur,narsimhapur,madhya pradesh,narsimhapur,0.6583160385912402,0.3022693510304491,1091854.0
1038,madhya pradesh - narsimhapur,1,1,87.36842105263159,12.63157894736842,187,-134.92513368983958,-151.4064171122995,-109.24064171122994,35.294117647058826,28.87700534759358,17.647058823529413,0,madhya pradesh,narsimhapur,narsimhapur,madhya pradesh,narsimhapur,0.6583160385912402,0.3022693510304491,1091854.0
1039,madhya pradesh - narsimhapur,1,1,87.36842105263159,12.63157894736842,98,-134.39795918367346,-159.8265306122449,-120.42857142857144,32.6530612244898,30.612244897959183,25.51020408163265,1,madhya pradesh,narsimhapur,narsimhapur,madhya pradesh,narsimhapur,0.6583160385912402,0.3022693510304491,1091854.0
1040,madhya pradesh - neemuch,0,1,73.70370370370371,26.29629629629629,186,-115.68279569892474,-141.65591397849462,-105.67204301075267,30.64516129032258,32.25806451612903,23.655913978494624,0,madhya pradesh,neemuch,neemuch,madhya pradesh,neemuch,0.6159718279510016,0.22105107697075418,826067.0
1041,madhya pradesh - neemuch,0,1,73.70370370370371,26.29629629629629,84,-185.45238095238096,-191.66666666666663,-122.42857142857144,53.57142857142857,55.95238095238096,27.380952380952383,1,madhya pradesh,neemuch,neemuch,madhya pradesh,neemuch,0.6159718279510016,0.22105107697075418,826067.0
1042,madhya pradesh - neemuch,1,1,76.24113475177306,23.75886524822695,178,-148.1629213483146,-126.07303370786516,-59.18539325842696,31.46067415730337,21.34831460674157,10.112359550561797,0,madhya pradesh,neemuch,neemuch,madhya pradesh,neemuch,0.6159718279510016,0.22105107697075418,826067.0
1043,madhya pradesh - neemuch,1,1,76.24113475177306,23.75886524822695,104,-159.91346153846155,-155.10576923076923,-85.63461538461539,38.46153846153847,33.65384615384615,14.423076923076922,1,madhya pradesh,neemuch,neemuch,madhya pradesh,neemuch,0.6159718279510016,0.22105107697075418,826067.0
1044,madhya pradesh - panna,0,0,89.49044585987261,10.509554140127388,207,-151.7826086956522,-172.06763285024155,-122.47826086956522,39.130434782608695,38.64734299516908,25.120772946859905,0,madhya pradesh,panna,panna,madhya pradesh,panna,0.5435790737024357,0.37271180104670837,1016520.0
1045,madhya pradesh - panna,0,0,89.49044585987261,10.509554140127388,107,-188.34579439252337,-191.07476635514016,-119.7196261682243,49.53271028037384,47.66355140186916,23.36448598130841,1,madhya pradesh,panna,panna,madhya pradesh,panna,0.5435790737024357,0.37271180104670837,1016520.0
1046,madhya pradesh - panna,1,0,82.50950570342205,17.490494296577946,168,-162.5952380952381,-157.72619047619048,-94.2797619047619,44.642857142857146,35.714285714285715,20.23809523809524,0,madhya pradesh,panna,panna,madhya pradesh,panna,0.5435790737024357,0.37271180104670837,1016520.0
1047,madhya pradesh - panna,1,0,82.50950570342205,17.490494296577946,95,-197.4,-181.25263157894736,-96.03157894736842,51.578947368421055,44.21052631578947,27.368421052631582,1,madhya pradesh,panna,panna,madhya pradesh,panna,0.5435790737024357,0.37271180104670837,1016520.0
1048,madhya pradesh - raisen,0,0,82.75,17.25,251,-166.29880478087648,-178.27091633466136,-119.01195219123504,39.04382470119522,40.23904382470119,23.10756972111553,0,madhya pradesh,raisen,raisen,madhya pradesh,raisen,0.6159671432122481,0.3235941504824658,1331597.0
1049,madhya pradesh - raisen,0,0,82.75,17.25,149,-199.06711409395973,-206.6912751677852,-130.5771812080537,54.36241610738255,49.66442953020135,26.845637583892614,1,madhya pradesh,raisen,raisen,madhya pradesh,raisen,0.6159671432122481,0.3235941504824658,1331597.0
1050,madhya pradesh - raisen,1,0,89.04109589041096,10.95890410958904,49,-121.16326530612244,-136.0408163265306,-99.9795918367347,24.489795918367346,22.448979591836736,24.489795918367346,0,madhya pradesh,raisen,raisen,madhya pradesh,raisen,0.6159671432122481,0.3235941504824658,1331597.0
1051,madhya pradesh - raisen,1,0,89.04109589041096,10.95890410958904,24,-112.95833333333331,-118.58333333333331,-75.375,20.833333333333336,16.666666666666664,16.666666666666664,1,madhya pradesh,raisen,raisen,madhya pradesh,raisen,0.6159671432122481,0.3235941504824658,1331597.0
1052,madhya pradesh - rajgarh,0,0,86.64850136239782,13.35149863760218,265,-149.92830188679244,-187.0490566037736,-147.85283018867923,35.094339622641506,44.15094339622642,32.45283018867924,0,madhya pradesh,rajgarh,rajgarh,madhya pradesh,rajgarh,0.520272814193687,0.22607441775013035,1545814.0
1053,madhya pradesh - rajgarh,0,0,86.64850136239782,13.35149863760218,102,-206.31372549019608,-212.2941176470588,-140.7156862745098,54.90196078431373,55.88235294117647,30.392156862745097,1,madhya pradesh,rajgarh,rajgarh,madhya pradesh,rajgarh,0.520272814193687,0.22607441775013035,1545814.0
1054,madhya pradesh - rajgarh,1,0,88.75,11.25,158,-101.22784810126582,-135.67088607594937,-109.0759493670886,25.949367088607595,22.15189873417721,23.417721518987346,0,madhya pradesh,rajgarh,rajgarh,madhya pradesh,rajgarh,0.520272814193687,0.22607441775013035,1545814.0
1055,madhya pradesh - rajgarh,1,0,88.75,11.25,82,-126.60975609756098,-154.90243902439025,-114.91463414634148,32.926829268292686,35.36585365853659,24.390243902439025,1,madhya pradesh,rajgarh,rajgarh,madhya pradesh,rajgarh,0.520272814193687,0.22607441775013035,1545814.0
1056,madhya pradesh - ratlam,0,1,77.27272727272727,22.727272727272727,118,-145.8135593220339,-140.60169491525423,-84.61016949152543,38.983050847457626,33.05084745762712,15.254237288135592,0,madhya pradesh,ratlam,ratlam,madhya pradesh,ratlam,0.5675882037209232,0.41817741976497336,1455069.0
1057,madhya pradesh - ratlam,0,1,77.27272727272727,22.727272727272727,168,-208.45833333333331,-213.8392857142857,-137.48214285714286,54.761904761904766,54.761904761904766,27.97619047619048,1,madhya pradesh,ratlam,ratlam,madhya pradesh,ratlam,0.5675882037209232,0.41817741976497336,1455069.0
1058,madhya pradesh - ratlam,1,1,82.91814946619218,17.08185053380783,152,-112.76315789473684,-112.39473684210526,-69.3157894736842,23.684210526315788,25.0,15.13157894736842,0,madhya pradesh,ratlam,ratlam,madhya pradesh,ratlam,0.5675882037209232,0.41817741976497336,1455069.0
1059,madhya pradesh - ratlam,1,1,82.91814946619218,17.08185053380783,129,-180.2558139534884,-179.11627906976744,-107.45736434108528,42.63565891472868,37.98449612403101,22.48062015503876,1,madhya pradesh,ratlam,ratlam,madhya pradesh,ratlam,0.5675882037209232,0.41817741976497336,1455069.0
1060,madhya pradesh - rewa,0,0,85.98901098901099,14.010989010989013,202,-137.56930693069307,-139.16336633663366,-83.88118811881188,35.148514851485146,28.217821782178216,14.85148514851485,0,madhya pradesh,rewa,rewa,madhya pradesh,rewa,0.6095950879157214,0.29406419839110803,2365106.0
1061,madhya pradesh - rewa,0,0,85.98901098901099,14.010989010989013,162,-176.30864197530863,-188.26543209876544,-119.41358024691358,48.76543209876543,46.913580246913575,22.839506172839503,1,madhya pradesh,rewa,rewa,madhya pradesh,rewa,0.6095950879157214,0.29406419839110803,2365106.0
1062,madhya pradesh - rewa,1,0,76.59574468085107,23.404255319148938,148,-122.79054054054056,-106.04054054054056,-47.53378378378378,34.45945945945946,23.64864864864865,18.24324324324324,0,madhya pradesh,rewa,rewa,madhya pradesh,rewa,0.6095950879157214,0.29406419839110803,2365106.0
1063,madhya pradesh - rewa,1,0,76.59574468085107,23.404255319148938,134,-176.47761194029852,-158.26865671641792,-81.83582089552239,48.507462686567166,34.32835820895522,19.402985074626866,1,madhya pradesh,rewa,rewa,madhya pradesh,rewa,0.6095950879157214,0.29406419839110803,2365106.0
1064,madhya pradesh - sagar,0,0,73.55623100303951,26.44376899696049,207,-124.83091787439614,-145.71497584541063,-104.34782608695652,33.81642512077295,29.468599033816425,18.357487922705317,0,madhya pradesh,sagar,sagar,madhya pradesh,sagar,0.6498828232409402,0.3042164292999918,2378458.0
1065,madhya pradesh - sagar,0,0,73.55623100303951,26.44376899696049,122,-166.4262295081967,-151.2377049180328,-77.04098360655738,52.459016393442624,29.508196721311474,13.934426229508196,1,madhya pradesh,sagar,sagar,madhya pradesh,sagar,0.6498828232409402,0.3042164292999918,2378458.0
1066,madhya pradesh - sagar,1,0,77.19298245614034,22.807017543859647,198,-169.77272727272728,-149.9747474747475,-74.92424242424242,40.909090909090914,33.83838383838384,16.161616161616163,0,madhya pradesh,sagar,sagar,madhya pradesh,sagar,0.6498828232409402,0.3042164292999918,2378458.0
1067,madhya pradesh - sagar,1,0,77.19298245614034,22.807017543859647,87,-186.367816091954,-166.367816091954,-82.16091954022988,44.82758620689656,34.48275862068966,16.091954022988507,1,madhya pradesh,sagar,sagar,madhya pradesh,sagar,0.6498828232409402,0.3042164292999918,2378458.0
1068,madhya pradesh - satna,0,0,81.37254901960785,18.62745098039216,191,-144.7696335078534,-169.05759162303664,-123.84293193717278,39.26701570680628,38.21989528795812,25.654450261780102,0,madhya pradesh,satna,satna,madhya pradesh,satna,0.6154423525136444,0.32237099780837036,2228935.0
1069,madhya pradesh - satna,0,0,81.37254901960785,18.62745098039216,115,-157.3217391304348,-183.65217391304347,-136.45217391304348,46.95652173913044,43.47826086956522,32.17391304347826,1,madhya pradesh,satna,satna,madhya pradesh,satna,0.6154423525136444,0.32237099780837036,2228935.0
1070,madhya pradesh - satna,1,0,85.54913294797689,14.450867052023122,90,-169.64444444444445,-152.96666666666667,-80.22222222222223,47.77777777777778,30.0,21.11111111111111,0,madhya pradesh,satna,satna,madhya pradesh,satna,0.6154423525136444,0.32237099780837036,2228935.0
1071,madhya pradesh - satna,1,0,85.54913294797689,14.450867052023122,83,-189.289156626506,-167.81927710843374,-86.13253012048193,54.21686746987952,34.93975903614458,15.66265060240964,1,madhya pradesh,satna,satna,madhya pradesh,satna,0.6154423525136444,0.32237099780837036,2228935.0
1072,madhya pradesh - sehore,0,0,89.75155279503106,10.248447204968944,202,-122.7871287128713,-165.5148514851485,-138.82178217821783,28.71287128712871,37.62376237623762,26.73267326732673,0,madhya pradesh,sehore,sehore,madhya pradesh,sehore,0.5950910982115895,0.3178394182403846,1311332.0
1073,madhya pradesh - sehore,0,0,89.75155279503106,10.248447204968944,120,-143.775,-172.8,-130.99166666666667,35.0,40.0,27.500000000000004,1,madhya pradesh,sehore,sehore,madhya pradesh,sehore,0.5950910982115895,0.3178394182403846,1311332.0
1074,madhya pradesh - sehore,1,0,80.66037735849056,19.33962264150944,139,-61.52517985611511,-111.12949640287768,-105.24460431654676,18.705035971223023,19.42446043165468,18.705035971223023,0,madhya pradesh,sehore,sehore,madhya pradesh,sehore,0.5950910982115895,0.3178394182403846,1311332.0
1075,madhya pradesh - sehore,1,0,80.66037735849056,19.33962264150944,73,-131.17808219178082,-157.1095890410959,-115.38356164383562,24.65753424657534,41.0958904109589,21.91780821917808,1,madhya pradesh,sehore,sehore,madhya pradesh,sehore,0.5950910982115895,0.3178394182403846,1311332.0
1076,madhya pradesh - seoni,0,1,89.32384341637011,10.676156583629894,137,-117.84671532846716,-166.86861313868613,-145.007299270073,30.656934306569344,37.95620437956204,34.306569343065696,0,madhya pradesh,seoni,seoni,madhya pradesh,seoni,0.6266221265420037,0.4717847688145651,1379131.0
1077,madhya pradesh - seoni,0,1,89.32384341637011,10.676156583629894,144,-160.03472222222223,-201.45138888888889,-158.85416666666666,39.58333333333333,53.47222222222222,33.33333333333333,1,madhya pradesh,seoni,seoni,madhya pradesh,seoni,0.6266221265420037,0.4717847688145651,1379131.0
1078,madhya pradesh - seoni,1,1,90.32258064516128,9.67741935483871,111,-103.14414414414416,-148.27027027027026,-128.15315315315314,21.62162162162162,30.630630630630627,22.52252252252252,0,madhya pradesh,seoni,seoni,madhya pradesh,seoni,0.6266221265420037,0.4717847688145651,1379131.0
1079,madhya pradesh - seoni,1,1,90.32258064516128,9.67741935483871,106,-124.40566037735849,-155.54716981132074,-122.4622641509434,24.52830188679245,31.132075471698112,22.641509433962263,1,madhya pradesh,seoni,seoni,madhya pradesh,seoni,0.6266221265420037,0.4717847688145651,1379131.0
1080,madhya pradesh - shahdol,0,1,90.7258064516129,9.274193548387096,107,-114.35514018691588,-150.6355140186916,-123.803738317757,28.971962616822427,30.8411214953271,26.168224299065415,0,madhya pradesh,shahdol,shahdol,madhya pradesh,shahdol,0.5667526215617651,0.5306825206390241,1066063.0
1081,madhya pradesh - shahdol,0,1,90.7258064516129,9.274193548387096,141,-179.61702127659575,-206.19858156028369,-146.88652482269504,43.26241134751773,51.06382978723404,31.20567375886525,1,madhya pradesh,shahdol,shahdol,madhya pradesh,shahdol,0.5667526215617651,0.5306825206390241,1066063.0
1082,madhya pradesh - shahdol,1,1,91.36363636363636,8.636363636363637,101,-149.67326732673268,-166.87128712871288,-116.7920792079208,41.58415841584159,37.62376237623762,19.8019801980198,0,madhya pradesh,shahdol,shahdol,madhya pradesh,shahdol,0.5667526215617651,0.5306825206390241,1066063.0
1083,madhya pradesh - shahdol,1,1,91.36363636363636,8.636363636363637,119,-162.74789915966386,-175.21008403361344,-118.1344537815126,47.05882352941176,42.01680672268908,25.210084033613445,1,madhya pradesh,shahdol,shahdol,madhya pradesh,shahdol,0.5667526215617651,0.5306825206390241,1066063.0
1084,madhya pradesh - shajapur,0,0,85.56338028169014,14.43661971830986,178,-165.96629213483146,-181.26966292134836,-123.00561797752808,41.57303370786517,44.38202247191011,29.21348314606741,0,madhya pradesh,shajapur,shajapur,madhya pradesh,shajapur,0.5914082347831433,0.25897727280239524,1512681.0
1085,madhya pradesh - shajapur,0,0,85.56338028169014,14.43661971830986,106,-220.3018867924528,-212.00943396226413,-118.13207547169812,59.43396226415094,52.83018867924528,29.245283018867923,1,madhya pradesh,shajapur,shajapur,madhya pradesh,shajapur,0.5914082347831433,0.25897727280239524,1512681.0
1086,madhya pradesh - shajapur,1,0,83.21917808219177,16.78082191780822,191,-75.64921465968587,-119.41361256544502,-105.81151832460732,24.60732984293194,23.03664921465969,23.56020942408377,0,madhya pradesh,shajapur,shajapur,madhya pradesh,shajapur,0.5914082347831433,0.25897727280239524,1512681.0
1087,madhya pradesh - shajapur,1,0,83.21917808219177,16.78082191780822,101,-143.30693069306932,-144.1089108910891,-88.29702970297029,35.64356435643564,29.7029702970297,20.792079207920796,1,madhya pradesh,shajapur,shajapur,madhya pradesh,shajapur,0.5914082347831433,0.25897727280239524,1512681.0
1088,madhya pradesh - sheopur,0,1,85.98574821852732,14.014251781472684,240,-191.9958333333333,-201.47083333333333,-132.55833333333334,46.25,50.83333333333333,26.666666666666668,0,madhya pradesh,sheopur,sheopur,madhya pradesh,sheopur,0.47687686901859533,0.3922871045167556,687861.0
1089,madhya pradesh - sheopur,0,1,85.98574821852732,14.014251781472684,181,-231.86740331491717,-236.77900552486187,-149.08839779005524,60.22099447513812,62.98342541436463,30.386740331491712,1,madhya pradesh,sheopur,sheopur,madhya pradesh,sheopur,0.47687686901859533,0.3922871045167556,687861.0
1090,madhya pradesh - sheopur,1,1,90.88397790055248,9.116022099447514,192,-152.02083333333334,-162.484375,-108.92708333333331,34.89583333333333,31.25,18.229166666666664,0,madhya pradesh,sheopur,sheopur,madhya pradesh,sheopur,0.47687686901859533,0.3922871045167556,687861.0
1091,madhya pradesh - sheopur,1,1,90.88397790055248,9.116022099447514,170,-214.42352941176472,-184.6235294117647,-83.58235294117647,58.235294117647065,44.11764705882353,12.941176470588236,1,madhya pradesh,sheopur,sheopur,madhya pradesh,sheopur,0.47687686901859533,0.3922871045167556,687861.0
1092,madhya pradesh - shivpuri,0,1,87.40920096852301,12.590799031477,274,-168.77737226277372,-185.7408759124088,-128.66788321167883,41.6058394160584,43.43065693430657,23.72262773722628,0,madhya pradesh,shivpuri,shivpuri,madhya pradesh,shivpuri,0.5219118797253846,0.3182509197300194,1726050.0
1093,madhya pradesh - shivpuri,0,1,87.40920096852301,12.590799031477,139,-223.3525179856115,-224.15107913669064,-128.67625899280574,60.431654676258994,58.992805755395686,27.33812949640288,1,madhya pradesh,shivpuri,shivpuri,madhya pradesh,shivpuri,0.5219118797253846,0.3182509197300194,1726050.0
1094,madhya pradesh - shivpuri,1,1,95.81749049429658,4.182509505703422,181,-158.646408839779,-168.39226519337018,-110.34254143646407,35.91160220994475,33.70165745856354,17.12707182320442,0,madhya pradesh,shivpuri,shivpuri,madhya pradesh,shivpuri,0.5219118797253846,0.3182509197300194,1726050.0
1095,madhya pradesh - shivpuri,1,1,95.81749049429658,4.182509505703422,82,-178.3048780487805,-188.67073170731703,-123.53658536585364,51.21951219512195,45.1219512195122,23.170731707317078,1,madhya pradesh,shivpuri,shivpuri,madhya pradesh,shivpuri,0.5219118797253846,0.3182509197300194,1726050.0
1096,madhya pradesh - sidhi,0,1,90.126582278481,9.873417721518988,225,-172.7288888888889,-178.31555555555556,-112.48444444444443,47.55555555555556,44.44444444444444,26.222222222222225,0,madhya pradesh,sidhi,sidhi,madhya pradesh,sidhi,0.5330677983697016,0.3935164276467504,1127033.0
1097,madhya pradesh - sidhi,0,1,90.126582278481,9.873417721518988,170,-171.34117647058824,-173.15882352941176,-101.12352941176472,51.76470588235295,45.294117647058826,22.94117647058824,1,madhya pradesh,sidhi,sidhi,madhya pradesh,sidhi,0.5330677983697016,0.3935164276467504,1127033.0
1098,madhya pradesh - sidhi,1,1,90.05847953216374,9.941520467836256,162,-124.65432098765432,-117.03086419753086,-62.15432098765432,32.71604938271605,20.37037037037037,12.34567901234568,0,madhya pradesh,sidhi,sidhi,madhya pradesh,sidhi,0.5330677983697016,0.3935164276467504,1127033.0
1099,madhya pradesh - sidhi,1,1,90.05847953216374,9.941520467836256,180,-170.57222222222222,-179.75555555555556,-114.18333333333334,46.66666666666666,42.77777777777778,21.666666666666668,1,madhya pradesh,sidhi,sidhi,madhya pradesh,sidhi,0.5330677983697016,0.3935164276467504,1127033.0
1100,madhya pradesh - singrauli,0,1,83.55263157894737,16.447368421052634,214,-108.59345794392524,-166.94392523364485,-147.85046728971963,32.242990654205606,35.981308411214954,33.177570093457945,0,madhya pradesh,singrauli,singrauli,madhya pradesh,singrauli,0.49653518327246743,0.4537641106942109,1178273.0
1101,madhya pradesh - singrauli,0,1,83.55263157894737,16.447368421052634,242,-136.70247933884298,-170.76446280991735,-130.86363636363637,35.53719008264463,39.66942148760331,33.88429752066116,1,madhya pradesh,singrauli,singrauli,madhya pradesh,singrauli,0.49653518327246743,0.4537641106942109,1178273.0
1102,madhya pradesh - singrauli,1,1,86.22754491017965,13.77245508982036,96,-128.92708333333334,-146.41666666666666,-102.25,31.25,31.25,20.833333333333336,0,madhya pradesh,singrauli,singrauli,madhya pradesh,singrauli,0.49653518327246743,0.4537641106942109,1178273.0
1103,madhya pradesh - singrauli,1,1,86.22754491017965,13.77245508982036,71,-165.11267605633802,-181.2676056338028,-130.1267605633803,40.845070422535215,39.436619718309856,32.3943661971831,1,madhya pradesh,singrauli,singrauli,madhya pradesh,singrauli,0.49653518327246743,0.4537641106942109,1178273.0
1104,madhya pradesh - tikamgarh,0,1,88.4375,11.5625,210,-171.03809523809525,-176.75714285714287,-110.86190476190475,46.19047619047619,40.95238095238095,18.571428571428573,0,madhya pradesh,tikamgarh,tikamgarh,madhya pradesh,tikamgarh,0.5175460812114318,0.29717070564903963,1445166.0
1105,madhya pradesh - tikamgarh,0,1,88.4375,11.5625,110,-202.75454545454545,-184.79090909090908,-96.43636363636364,54.54545454545454,48.18181818181818,20.909090909090907,1,madhya pradesh,tikamgarh,tikamgarh,madhya pradesh,tikamgarh,0.5175460812114318,0.29717070564903963,1445166.0
1106,madhya pradesh - tikamgarh,1,1,98.33333333333331,1.6666666666666667,87,-146.98850574712642,-163.94252873563218,-118.57471264367815,31.03448275862069,37.93103448275862,22.988505747126435,0,madhya pradesh,tikamgarh,tikamgarh,madhya pradesh,tikamgarh,0.5175460812114318,0.29717070564903963,1445166.0
1107,madhya pradesh - tikamgarh,1,1,98.33333333333331,1.6666666666666667,33,-117.96969696969695,-136.5151515151515,-97.33333333333331,24.24242424242424,21.21212121212121,18.181818181818183,1,madhya pradesh,tikamgarh,tikamgarh,madhya pradesh,tikamgarh,0.5175460812114318,0.29717070564903963,1445166.0
1108,madhya pradesh - ujjain,0,0,62.00941915227629,37.990580847723706,401,-131.9850374064838,-147.73815461346632,-101.7581047381546,32.917705735660846,31.67082294264339,17.70573566084788,0,madhya pradesh,ujjain,ujjain,madhya pradesh,ujjain,0.6245973554304673,0.28819234733731147,1986864.0
1109,madhya pradesh - ujjain,0,0,62.00941915227629,37.990580847723706,236,-157.8177966101695,-174.01694915254237,-119.88983050847456,41.94915254237288,38.13559322033898,25.42372881355932,1,madhya pradesh,ujjain,ujjain,madhya pradesh,ujjain,0.6245973554304673,0.28819234733731147,1986864.0
1110,madhya pradesh - ujjain,1,0,73.77777777777777,26.222222222222225,139,-108.92086330935253,-156.33093525179856,-135.64028776978418,35.25179856115108,35.25179856115108,32.37410071942446,0,madhya pradesh,ujjain,ujjain,madhya pradesh,ujjain,0.6245973554304673,0.28819234733731147,1986864.0
1111,madhya pradesh - ujjain,1,0,73.77777777777777,26.222222222222225,86,-148.32558139534885,-140.08139534883722,-78.06976744186046,39.53488372093023,31.3953488372093,24.418604651162788,1,madhya pradesh,ujjain,ujjain,madhya pradesh,ujjain,0.6245973554304673,0.28819234733731147,1986864.0
1112,madhya pradesh - umaria,0,1,87.6470588235294,12.352941176470589,165,-152.38787878787878,-166.75757575757575,-112.98787878787878,38.78787878787879,41.21212121212121,20.60606060606061,0,madhya pradesh,umaria,umaria,madhya pradesh,umaria,0.5531873974421411,0.5565405935250125,644758.0
1113,madhya pradesh - umaria,0,1,87.6470588235294,12.352941176470589,175,-162.26857142857142,-204.3542857142857,-162.82857142857142,42.85714285714285,52.0,32.57142857142858,1,madhya pradesh,umaria,umaria,madhya pradesh,umaria,0.5531873974421411,0.5565405935250125,644758.0
